,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,23491.0,10385.0,11832.0,10501.0,10712.0,10115.0,10045.0,13531.0,16968.0,19913.0,22740.0,25650.0,23884.0,36566.0,21616.0,31420.0,20584.0,27987.0,20241.0,20177.0,18383.0,19257.0,16792.0,12423.0,89106.0,239555.0
1,23788.0,10208.0,14457.0,10771.0,11286.0,9262.0,8097.0,11157.0,13167.0,15398.0,17219.0,20300.0,18900.0,35672.0,18073.0,32003.0,19598.0,28474.0,20768.0,21649.0,21586.0,22685.0,20193.0,14149.0,103884.0,241130.0
2,28000.0,11654.0,12305.0,12133.0,12989.0,13560.0,13527.0,16542.0,19544.0,23208.0,27920.0,33127.0,32429.0,36285.0,29415.0,27962.0,23189.0,22606.0,18864.0,18656.0,17820.0,17370.0,14824.0,10735.0,45399.0,243811.0
3,18859.0,9069.0,11082.0,9681.0,8911.0,7967.0,7879.0,11854.0,15089.0,19220.0,22119.0,26257.0,25812.0,44560.0,20666.0,37303.0,19863.0,32403.0,20399.0,20001.0,18442.0,20087.0,17329.0,12498.0,122623.0,203901.0
4,14657.0,6038.0,6911.0,6992.0,6296.0,6043.0,5947.0,7853.0,9761.0,13121.0,18035.0,29581.0,37963.0,36942.0,17834.0,19101.0,11052.0,18225.0,10243.0,10294.0,10089.0,11358.0,9490.0,6972.0,316460.0,136616.0
